#
# Partners Country Offer info
#
# This file controls which Offer may be send to a customer, based on that
# customer's billing country and the Partner status of the sending user.
#
# Important note: billing_country+offer_level form the primary key to
# the entries and thus must be unique. Please retain this sort ordering.
#
# Fields:
# offer_type: Either OT_SPEND_X_GET_Y or OT_VIDEO
# billing_country: The 2 letter code for the customer's billing country
# offer_level: There should be a BASIC and a PARTNER for each country
# campaign_id: Campaign id ("Group ID") in incentives.
# auth_key: Authorization key for this campaign_id. Should always be 143900 for Partners.
# pre_currency_symbol: Symbol to place before the monetary amount
# post_currency_symbol: Symbol to place after the monetary amount
# spend_x_amount: Amount customer must spend
# get_y_amount: Amount customer receives
# currency_code: Code for the currency
# max_account_age: How young the customer account must be.
# expiration_date: When the offer expires
#
# See //java/com/google/partners/util/CountryOfferInfoLineParser.java for further details
# on the expected format of this file. Within an offer_level, every line should have
# the save value for campaign_id, auth_key and max_account_age.
#
# For formatting convenience, extra spaces may trail the separating commas if the
# field values are enclosed in double quote.
#
# Country codes are found in //java/com/google/partners/ui/service/geo/Country.java.
#
# Basic AdWords incentives are defined at   https://incentives.corp.google.com/#/groups/104301/details/none/none
# Partner AdWords incentives are defined at https://incentives.corp.google.com/#/groups/103503/details/none/none
#
# .. except for CA, which now has separate campaigns:
# Canada basic:    https://incentives.corp.google.com/#/groups/110704/details/none/none
# Canada Partners: https://incentives.corp.google.com/#/groups/111206/details/none/none
#
# Video incentives are currently available for US only:
#   https://incentives.corp.google.com/#/groups/120807/details/none/none
#
# Currently we support 67 countries.
#
offer_type,billing_country,offer_level,campaign_id,auth_key,pre_currency_symbol,post_currency_symbol,spend_x_amount,get_y_amount,currency_code,max_account_age,expiration_date
"OT_SPEND_X_GET_Y","SG","PARTNER","103503","143900",   "$",    "",        "25",    "75",    "SG","21","12/31/2015"
"OT_SPEND_X_GET_Y","SI","BASIC",  "104301","143900",    "",   "€",        "20",    "60",   "EUR","21","12/31/2015"
"OT_SPEND_X_GET_Y","SI","PARTNER","103503","143900",    "",   "€",        "20",    "60",   "EUR","21","12/31/2015"
"OT_SPEND_X_GET_Y","SK","BASIC",  "104301","143900",   "€",    "",        "25",    "75",   "EUR","21","12/31/2015"
"OT_SPEND_X_GET_Y","SK","PARTNER","103503","143900",   "€",    "",        "25",    "75",   "EUR","21","12/31/2015"
"OT_SPEND_X_GET_Y","TH","BASIC",  "104301","143900",   "฿",    "",       "500",  "1500",   "THB","21","12/31/2015"
"OT_SPEND_X_GET_Y","TH","PARTNER","103503","143900",   "฿",    "",       "500",  "1500",   "THB","21","12/31/2015"
"OT_SPEND_X_GET_Y","TN","BASIC",  "104301","143900",   "$",    "",        "10",    "30",   "USD","21","12/31/2015"
"OT_SPEND_X_GET_Y","TN","PARTNER","103503","143900",   "$",    "",        "10",    "30",   "USD","21","12/31/2015"
"OT_SPEND_X_GET_Y","TR","BASIC",  "104301","143900",    "",  "TL",        "25",   "100",    "TR","21","12/31/2015"
"OT_SPEND_X_GET_Y","TR","PARTNER","103503","143900",    "",  "TL",        "25",   "100",    "TR","21","12/31/2015"
"OT_SPEND_X_GET_Y","US","BASIC",  "104301","143900",   "$",    "",        "25",   "100",   "USD","21","12/31/2015"
"OT_SPEND_X_GET_Y","US","PARTNER","103503","143900",   "$",    "",        "25",   "100",   "USD","21","12/31/2015"
"OT_SPEND_X_GET_Y","ZA","BASIC",  "104301","143900",   "R",    "",       "200",   "600",    "ZA","21","12/31/2015"
"OT_SPEND_X_GET_Y","ZA","PARTNER","103503","143900",   "R",    "",       "200",   "600",    "ZA","21","12/31/2015"
# Video Ads. Same campaign for BASIC and PARTNER
"OT_VIDEO",        "AE","BASIC",  "120807","143900",   "$",    "",       "100",   "300",   "AED","91","09/01/2015"
"OT_VIDEO",        "AE","PARTNER","120807","143900",   "$",    "",       "100",   "300",   "AED","91","09/01/2015"
"OT_VIDEO",        "AT","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "AT","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "AU","BASIC",  "120807","143900",   "$",    "",        "25",   "100",   "AUD","91","09/01/2015"
"OT_VIDEO",        "AU","PARTNER","120807","143900",   "$",    "",        "25",   "100",   "AUD","91","09/01/2015"
"OT_VIDEO",        "BA","BASIC",  "120807","143900",   "€",    "",        "10",    "30",   "EUR","91","09/01/2015"
"OT_VIDEO",        "BA","PARTNER","120807","143900",   "€",    "",        "10",    "30",   "EUR","91","09/01/2015"
"OT_VIDEO",        "BE","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "BE","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "BG","BASIC",  "120807","143900",   "$",    "",        "30",    "90",   "BGN","91","09/01/2015"
"OT_VIDEO",        "BG","PARTNER","120807","143900",   "$",    "",        "30",    "90",   "BGN","91","09/01/2015"
"OT_VIDEO",        "BH","BASIC",  "120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "BH","PARTNER","120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "BR","BASIC",  "120807","143900",   "R$",   "",        "50",   "150",   "BRL","91","09/01/2015"
"OT_VIDEO",        "BR","PARTNER","120807","143900",   "R$",   "",        "50",   "150",   "BRL","91","09/01/2015"
"OT_VIDEO",        "CA","BASIC",  "120807","143900",   "$",    "",        "25",   "100",   "CAD","91","09/01/2015"
"OT_VIDEO",        "CA","PARTNER","120807","143900",   "$",    "",        "25",   "100",   "CAD","91","09/01/2015"
"OT_VIDEO",        "CH","BASIC",  "120807","143900",   "$",    "",        "25",   "100",   "CHF","91","09/01/2015"
"OT_VIDEO",        "CH","PARTNER","120807","143900",   "$",    "",        "25",   "100",   "CHF","91","09/01/2015"
"OT_VIDEO",        "CL","BASIC",  "120807","143900",   "$",    "",        "15",    "50",   "USD","91","09/01/2015"
"OT_VIDEO",        "CL","PARTNER","120807","143900",   "$",    "",        "15",    "50",   "USD","91","09/01/2015"
"OT_VIDEO",        "CO","BASIC",  "120807","143900",   "$",    "",        "15",    "50",   "USD","91","09/01/2015"
"OT_VIDEO",        "CO","PARTNER","120807","143900",   "$",    "",        "15",    "50",   "USD","91","09/01/2015"
"OT_VIDEO",        "CY","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "CY","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "CZ","BASIC",  "120807","143900",    "",  "Kč",       "250",  "1000",   "CZK","91","09/01/2015"
"OT_VIDEO",        "CZ","PARTNER","120807","143900",    "",  "Kč",       "250",  "1000",   "CZK","91","09/01/2015"
"OT_VIDEO",        "DE","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "DE","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "DK","BASIC",  "120807","143900",   "kr",   "",       "200",   "600",   "DKK","91","09/01/2015"
"OT_VIDEO",        "DK","PARTNER","120807","143900",   "kr",   "",       "200",   "600",   "DKK","91","09/01/2015"
