#
# Partners Country Offer info
#
# This file controls which Offer may be send to a customer, based on that
# customer's billing country and the Partner status of the sending user.
#
# Important note: billing_country+offer_level form the primary key to
# the entries and thus must be unique. Please retain this sort ordering.
#
# Fields:
# offer_type: Either OT_SPEND_X_GET_Y or OT_VIDEO
# billing_country: The 2 letter code for the customer's billing country
# offer_level: There should be a BASIC and a PARTNER for each country
# campaign_id: Campaign id ("Group ID") in incentives.
# auth_key: Authorization key for this campaign_id. Should always be 143900 for Partners.
# pre_currency_symbol: Symbol to place before the monetary amount
# post_currency_symbol: Symbol to place after the monetary amount
# spend_x_amount: Amount customer must spend
# get_y_amount: Amount customer receives
# currency_code: Code for the currency
# max_account_age: How young the customer account must be.
# expiration_date: When the offer expires
#
# See //java/com/google/partners/util/CountryOfferInfoLineParser.java for further details
# on the expected format of this file. Within an offer_level, every line should have
# the save value for campaign_id, auth_key and max_account_age.
#
# For formatting convenience, extra spaces may trail the separating commas if the
# field values are enclosed in double quote.
#
# Country codes are found in //java/com/google/partners/ui/service/geo/Country.java.
#
# Basic AdWords incentives are defined at   https://incentives.corp.google.com/#/groups/104301/details/none/none
# Partner AdWords incentives are defined at https://incentives.corp.google.com/#/groups/103503/details/none/none
#
# .. except for CA, which now has separate campaigns:
# Canada basic:    https://incentives.corp.google.com/#/groups/110704/details/none/none
# Canada Partners: https://incentives.corp.google.com/#/groups/111206/details/none/none
#
# Video incentives are currently available for US only:
#   https://incentives.corp.google.com/#/groups/120807/details/none/none
#
# Currently we support 67 countries.
#
offer_type,billing_country,offer_level,campaign_id,auth_key,pre_currency_symbol,post_currency_symbol,spend_x_amount,get_y_amount,currency_code,max_account_age,expiration_date
"OT_VIDEO",        "DZ","BASIC",  "120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "DZ","PARTNER","120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "EE","BASIC",  "120807","143900",   "€",    "",        "10",    "40",   "EUR","91","09/01/2015"
"OT_VIDEO",        "EE","PARTNER","120807","143900",   "€",    "",        "10",    "40",   "EUR","91","09/01/2015"
"OT_VIDEO",        "EG","BASIC",  "120807","143900",   "$",    "",        "50",   "150",   "EGP","91","09/01/2015"
"OT_VIDEO",        "EG","PARTNER","120807","143900",   "$",    "",        "50",   "150",   "EGP","91","09/01/2015"
"OT_VIDEO",        "ES","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "ES","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "FI","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "FI","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "FR","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "FR","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "GR","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "GR","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "HK","BASIC",  "120807","143900",   "$",    "",       "100",   "400",   "HKD","91","09/01/2015"
"OT_VIDEO",        "HK","PARTNER","120807","143900",   "$",    "",       "100",   "400",   "HKD","91","09/01/2015"
"OT_VIDEO",        "HR","BASIC",  "120807","143900",   "Kn",   "",       "100",   "400",   "HRK","91","09/01/2015"
"OT_VIDEO",        "HR","PARTNER","120807","143900",   "Kn",   "",       "100",   "400",   "HRK","91","09/01/2015"
"OT_VIDEO",        "HU","BASIC",  "120807","143900",   "Ft",   "",      "5000", "15000",   "HUF","91","09/01/2015"
"OT_VIDEO",        "HU","PARTNER","120807","143900",   "Ft",   "",      "5000", "15000",   "HUF","91","09/01/2015"
"OT_VIDEO",        "ID","BASIC",  "120807","143900",   "$",    "",    "150000","450000",   "IDR","91","09/01/2015"
"OT_VIDEO",        "ID","PARTNER","120807","143900",   "$",    "",    "150000","450000",   "IDR","91","09/01/2015"
"OT_VIDEO",        "IE","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "IE","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "IL","BASIC",  "120807","143900",   "€",    "",       "100",   "300",   "ILS","91","09/01/2015"
"OT_VIDEO",        "IL","PARTNER","120807","143900",   "€",    "",       "100",   "300",   "ILS","91","09/01/2015"
"OT_VIDEO",        "IN","BASIC",  "120807","143900",   "$",    "",       "500",  "2000",   "INR","91","09/01/2015"
"OT_VIDEO",        "IN","PARTNER","120807","143900",   "$",    "",       "500",  "2000",   "INR","91","09/01/2015"
"OT_VIDEO",        "IS","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "IS","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "IT","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "IT","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "JO","BASIC",  "120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "JO","PARTNER","120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "JP","BASIC",  "120807","143900",   "$",    "",      "2500",  "7500",   "JPY","91","09/01/2015"
"OT_VIDEO",        "JP","PARTNER","120807","143900",   "$",    "",      "2500",  "7500",   "JPY","91","09/01/2015"
# "OT_VIDEO",        "KR","BASIC",  "120807","143900",   "$",    "",     "15000", "50000",   "KRW","91","09/01/2015"
# "OT_VIDEO",        "KR","PARTNER","120807","143900",   "$",    "",     "15000", "50000",   "KRW","91","09/01/2015"
"OT_VIDEO",        "LB","BASIC",  "120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "LB","PARTNER","120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "LK","BASIC",  "120807","143900",   "$",    "",        "15",    "45",   "USD","91","09/01/2015"
"OT_VIDEO",        "LK","PARTNER","120807","143900",   "$",    "",        "15",    "45",   "USD","91","09/01/2015"
"OT_VIDEO",        "LT","BASIC",  "120807","143900",   "€",    "",        "15",    "45",   "EUR","91","09/01/2015"
"OT_VIDEO",        "LT","PARTNER","120807","143900",   "€",    "",        "15",    "45",   "EUR","91","09/01/2015"
# "OT_VIDEO",        "LU","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
# "OT_VIDEO",        "LU","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "LV","BASIC",  "120807","143900",   "€",    "",        "10",    "40",   "EUR","91","09/01/2015"
"OT_VIDEO",        "LV","PARTNER","120807","143900",   "€",    "",        "10",    "40",   "EUR","91","09/01/2015"
"OT_VIDEO",        "LY","BASIC",  "120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "LY","PARTNER","120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "MA","BASIC",  "120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "MA","PARTNER","120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "MK","BASIC",  "120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "MK","PARTNER","120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "MT","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "MT","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "MY","BASIC",  "120807","143900",   "$",    "",        "50",   "150",   "MYR","91","09/01/2015"
"OT_VIDEO",        "MY","PARTNER","120807","143900",   "$",    "",        "50",   "150",   "MYR","91","09/01/2015"
"OT_VIDEO",        "NL","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "NL","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "NO","BASIC",  "120807","143900",   "kr",   "",       "250",   "750",   "NOK","91","09/01/2015"
"OT_VIDEO",        "NO","PARTNER","120807","143900",   "kr",   "",       "250",   "750",   "NOK","91","09/01/2015"
"OT_VIDEO",        "NZ","BASIC",  "120807","143900",   "$",    "",        "25",   "100",   "NZD","91","09/01/2015"
"OT_VIDEO",        "NZ","PARTNER","120807","143900",   "$",    "",        "25",   "100",   "NZD","91","09/01/2015"
"OT_VIDEO",        "OM","BASIC",  "120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "OM","PARTNER","120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "PE","BASIC",  "120807","143900",   "$",    "",        "15",    "50",   "USD","91","09/01/2015"
"OT_VIDEO",        "PE","PARTNER","120807","143900",   "$",    "",        "15",    "50",   "USD","91","09/01/2015"
"OT_VIDEO",        "PH","BASIC",  "120807","143900",   "$",    "",       "500",  "2000",   "PHP","91","09/01/2015"
"OT_VIDEO",        "PH","PARTNER","120807","143900",   "$",    "",       "500",  "2000",   "PHP","91","09/01/2015"
"OT_VIDEO",        "PK","BASIC",  "120807","143900",   "$",    "",        "15",    "45",   "USD","91","09/01/2015"
"OT_VIDEO",        "PK","PARTNER","120807","143900",   "$",    "",        "15",    "45",   "USD","91","09/01/2015"
"OT_VIDEO",        "PL","BASIC",  "120807","143900",   "",   "zł",       "100",   "250",   "PLN","91","09/01/2015"
"OT_VIDEO",        "PL","PARTNER","120807","143900",   "",   "zł",       "100",   "250",   "PLN","91","09/01/2015"
"OT_VIDEO",        "PS","BASIC",  "120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "PS","PARTNER","120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "PT","BASIC",  "120807","143900",   "€",    "",        "20",    "60",   "EUR","91","09/01/2015"
"OT_VIDEO",        "PT","PARTNER","120807","143900",   "€",    "",        "20",    "60",   "EUR","91","09/01/2015"
"OT_VIDEO",        "QA","BASIC",  "120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "QA","PARTNER","120807","143900",   "$",    "",        "25",    "75",   "USD","91","09/01/2015"
"OT_VIDEO",        "RO","BASIC",  "120807","143900",   "lei",  "",        "50",   "200",   "RON","91","09/01/2015"
"OT_VIDEO",        "RO","PARTNER","120807","143900",   "lei",  "",        "50",   "200",   "RON","91","09/01/2015"
"OT_VIDEO",        "RS","BASIC",  "120807","143900",   "€",    "",        "10",    "40",   "EUR","91","09/01/2015"
"OT_VIDEO",        "RS","PARTNER","120807","143900",   "€",    "",        "10",    "40",   "EUR","91","09/01/2015"
"OT_VIDEO",        "RU","BASIC",  "120807","143900",   "$",    "",       "500",  "2000",   "RUB","91","09/01/2015"
"OT_VIDEO",        "RU","PARTNER","120807","143900",   "$",    "",       "500",  "2000",   "RUB","91","09/01/2015"
"OT_VIDEO",        "SA","BASIC",  "120807","143900",   "$",    "",       "100",   "300",   "SAR","91","09/01/2015"
"OT_VIDEO",        "SA","PARTNER","120807","143900",   "$",    "",       "100",   "300",   "SAR","91","09/01/2015"
"OT_VIDEO",        "SE","BASIC",  "120807","143900",   "kr",   "",       "250",   "750",   "SEK","91","09/01/2015"
"OT_VIDEO",        "SE","PARTNER","120807","143900",   "kr",   "",       "250",   "750",   "SEK","91","09/01/2015"
"OT_VIDEO",        "SG","BASIC",  "120807","143900",   "$",    "",        "25",    "75",   "SGD","91","09/01/2015"
"OT_VIDEO",        "SG","PARTNER","120807","143900",   "$",    "",        "25",    "75",   "SGD","91","09/01/2015"
"OT_VIDEO",        "SI","BASIC",  "120807","143900",   "€",    "",        "20",    "60",   "EUR","91","09/01/2015"
"OT_VIDEO",        "SI","PARTNER","120807","143900",   "€",    "",        "20",    "60",   "EUR","91","09/01/2015"
"OT_VIDEO",        "SK","BASIC",  "120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "SK","PARTNER","120807","143900",   "€",    "",        "25",    "75",   "EUR","91","09/01/2015"
"OT_VIDEO",        "TH","BASIC",  "120807","143900",   "$",    "",       "500",  "1500",   "THB","91","09/01/2015"
"OT_VIDEO",        "TH","PARTNER","120807","143900",   "$",    "",       "500",  "1500",   "THB","91","09/01/2015"
"OT_VIDEO",        "TN","BASIC",  "120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "TN","PARTNER","120807","143900",   "$",    "",        "10",    "30",   "USD","91","09/01/2015"
"OT_VIDEO",        "TR","BASIC",  "120807","143900",   "TL",   "",        "25",   "100",   "TRY","91","09/01/2015"
"OT_VIDEO",        "TR","PARTNER","120807","143900",   "TL",   "",        "25",   "100",   "TRY","91","09/01/2015"
# "OT_VIDEO",        "TW","BASIC",  "120807","143900",   "$",    "",       "500",  "1500",   "TWD","91","09/01/2015"
# "OT_VIDEO",        "TW","PARTNER","120807","143900",   "$",    "",       "500",  "1500",   "TWD","91","09/01/2015"
"OT_VIDEO",        "UA","BASIC",  "120807","143900",   "$",    "",       "200",   "600",   "UAH","91","09/01/2015"
"OT_VIDEO",        "UA","PARTNER","120807","143900",   "$",    "",       "200",   "600",   "UAH","91","09/01/2015"
"OT_VIDEO",        "US","BASIC",  "120807","143900",   "$",    "",        "25",   "100",   "USD","91","09/01/2015"
"OT_VIDEO",        "US","PARTNER","120807","143900",   "$",    "",        "25",   "100",   "USD","91","09/01/2015"
"OT_VIDEO",        "ZA","BASIC",  "120807","143900",   "R",    "",       "200",   "600",   "ZAR","91","09/01/2015"
"OT_VIDEO",        "ZA","PARTNER","120807","143900",   "R",    "",       "200",   "600",   "ZAR","91","09/01/2015"
